band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,moon_sep,zp_scale,sky_scale,sky_bg,zero_point,mag_lim,dream_ext,dt_sec,zp_deficit,sky_excess_mag
z,60973.1439034838,43.67172195363063,-49.11050701371446,61.02326965332031,11.123561992108588,False,101.33456616358006,1.1118054389953613,0.6829307079315186,3487.91064453125,31.530338287353516,22.568462371826172,0.025369644165039062,10.237,-0.11507198573300056,0.4140583970538478
z,60973.145733136575,38.302864688864446,-43.91738396362875,67.17373657226562,11.136749419916287,False,104.51279916085957,1.1227328777313232,0.6972979307174683,3416.04345703125,31.535648345947266,22.599576950073242,0.018260955810546875,7.342,-0.12569110141324266,0.39145405898440033
z,60973.14673898148,41.32484426144221,-38.12980748884736,67.30635070800781,11.1440212210705,False,110.70546642681872,1.1071676015853882,0.7279978394508362,3271.98779296875,31.5280704498291,22.622085571289062,0.011949539184570312,3.603,-0.11053342196669079,0.3446747739563222
z,60973.14768523148,39.310004058560935,-35.448209698801655,69.6312026977539,11.150876421255129,False,112.38138461630965,1.1210670471191406,0.736403226852417,3234.638671875,31.534841537475586,22.64092445373535,0.00714874267578125,14.966,-0.12407896753365054,0.33221079281166443
z,60973.148653530094,40.81487405553231,-32.53891686193992,68.8489761352539,11.15790561509632,False,115.53293054373508,1.1290130615234375,0.7018938064575195,3393.673583984375,31.538677215576172,22.63189697265625,0.020111083984375,7.989,-0.1317474157396589,0.38432147451224463
z,60973.15498211805,36.01945372669407,-24.581399985023022,73.33548736572266,11.204199580843232,False,120.2640182411827,1.078627347946167,0.7544602155685425,3157.33154296875,31.51392936706543,22.519025802612305,0.004108428955078125,10.744,-0.08217856841629115,0.3059091415917481
z,60973.155989872685,37.76033945096204,-21.849778087498628,70.95185852050781,11.211627407554136,False,123.41768946554988,1.1317286491394043,0.7674074172973633,3103.95458984375,31.539979934692383,22.705875396728516,0.014293670654296875,7.118,-0.1343557749308009,0.2874350187220645
z,60973.15644241898,39.51923905027015,-19.150457182024326,68.23233032226562,11.214967950598831,False,126.57560419708145,1.1428802013397217,0.7554923295974731,3152.92236328125,31.545307159423828,22.72426414489746,0.01821136474609375,5.981,-0.14500177322392252,0.30442485157645965
z,60973.15855107639,29.999544918092173,-19.255753154817096,75.47054290771484,11.230573850654302,False,121.15519012977704,1.0903306007385254,0.7551571130752563,3154.426025390625,31.519790649414062,22.526905059814453,0.003936767578125,6.069,-0.09389550243640982,0.3049067062149969
z,60973.160016469905,36.137836101185776,-41.19662247085751,73.19036102294922,11.241458166417189,False,106.06534568949988,1.1549267768859863,0.7384006977081299,3225.88916015625,31.550994873046875,22.767654418945312,0.010683059692382812,1.859,-0.15638612636602353,0.32926975405257236
z,60973.16153162037,32.52915197962672,-46.79378349225924,71.22445678710938,11.25274562287406,False,99.91935182902256,1.0789271593093872,0.7425005435943604,3208.0869140625,31.51404571533203,22.50070571899414,0.014085769653320312,2.006,-0.08248031379759817,0.3232580601449065
z,60973.16308400463,20.1735040790261,-46.192729590593316,74.1585922241211,11.264345693541822,False,95.27722955738633,0.9865260124206543,0.7690721750259399,3097.236083984375,31.465438842773438,22.354148864746094,0.0068302154541015625,4.765,0.014728647286922603,0.28508225275706756
z,60973.16387034722,16.138547792023935,-45.75397159204716,74.04327392578125,11.270235129794676,False,93.6612093128454,1.080648422241211,0.7596046924591064,3135.85009765625,31.514911651611328,22.5046443939209,0.01798248291015625,12.325,-0.08421105931509063,0.2985309026798294
z,60973.16562787037,26.065174004264865,-49.37364060167662,70.78119659423828,11.283431177868113,False,95.32301614181985,1.0995664596557617,0.7175043225288391,3319.84326171875,31.524330139160156,22.567977905273438,0.026514053344726562,3.071,-0.10305370995708163,0.36043869556238844
z,60973.16712993055,23.445887421966113,-51.96083702079859,68.40797424316406,11.294744894907732,False,92.25270982515086,1.1309382915496826,0.6952210664749146,3426.37548828125,31.539642333984375,22.63180160522461,0.012836456298828125,11.973,-0.1335972718835027,0.39469269109931426
