band,mjd,ra,dec,altitude,moon_illum_pct,moon_up,moon_sep,sky_bg,zero_point,mag_lim,airmass,zp_band_median,delta_zp_from_band_median,dark_sky_model,sky_excess_mag,sky_flux_ratio_to_model,sky_flux_excess_over_model,is_moonlit,is_cloudyish,is_cloudy_moonlit
y,60982.28653572917,60.495691387311446,-55.170398471529104,63.10778045654297,92.15742070743305,True,75.52153626276696,3358.005615234375,30.511430740356445,22.160654067993164,1.120508074760437,30.497295379638672,-0.014135360717773438,18.6,-3339.405615234375,0.0,-1.0,True,False,False
y,60984.325748738425,25.491372850933026,-48.294537674231144,37.9494743347168,99.7084239137848,True,67.96727828234977,4730.1572265625,30.34406089782715,21.050378799438477,1.6200824975967407,30.497295379638672,0.15323448181152344,18.6,-4711.5572265625,0.0,-1.0,True,False,False
i,60979.09710122685,17.530444462081288,-39.858508233318155,75.07477569580078,64.19343805597822,True,50.66749633007948,2842.1318359375,31.994245529174805,23.765382766723633,1.0350221395492554,31.966468811035156,-0.027776718139648438,20.5,-2821.6318359375,0.0,-1.0,True,False,False
i,61011.192354212966,52.60861542305683,-28.33158586340514,75.26068878173828,88.35117063085237,True,50.88455042310801,4485.20166015625,31.989614486694336,23.532453536987305,1.033413290977478,31.966468811035156,-0.023145675659179688,20.5,-4464.70166015625,0.0,-1.0,True,False,False
i,60994.04241724537,21.17338162866735,-28.384041025849697,70.10356903076172,23.1137598555136,False,143.4659206987066,2488.37646484375,31.989675521850586,23.9897403717041,1.063727617263794,31.966468811035156,-0.023206710815429688,20.5,-2467.87646484375,0.0,-1.0,False,False,False
i,61041.07641579861,38.33169375894457,-31.816084939511335,73.88410186767578,91.93760206203069,True,64.34523031304897,3618.772216796875,31.97570037841797,23.519262313842773,1.0401840209960938,31.966468811035156,-0.0092315673828125,20.5,-3598.272216796875,0.0,-1.0,True,False,False
y,61050.19633494213,95.08319601965508,-8.60892559670524,64.67059326171875,54.0052403064917,True,96.35142988577392,1891.98388671875,30.466569900512695,22.395008087158203,1.1052929162979126,30.497295379638672,0.030725479125976562,18.6,-1873.38388671875,0.0,-1.0,True,False,False
i,61027.16173605324,55.19745005578224,-31.786796398916355,73.75593566894531,3.4120894003956845,False,122.49407633115496,1540.456787109375,31.98573112487793,24.23707389831543,1.0408844947814941,31.966468811035156,-0.019262313842773438,20.5,-1519.956787109375,0.0,-1.0,False,False,False
i,60999.19799599537,27.529279920238718,-21.300297521766076,59.8875846862793,0.13180292535959204,False,128.78835197655394,1866.212646484375,31.952667236328125,23.550649642944336,1.1545432806015015,31.966468811035156,0.01380157470703125,20.5,-1845.712646484375,0.0,-1.0,False,False,False
z,61012.30232986111,111.81643767368098,-60.19283428162017,59.98039627075195,95.33259228998536,True,99.28045015272414,4317.85546875,31.58932876586914,23.043346405029297,1.154018759727478,31.58596897125244,-0.0033597946166992188,19.6,-4298.25546875,0.0,-1.0,True,False,False
r,61030.31239099537,107.34151137032651,-52.111589076060866,61.78895568847656,1.6214878025750112,False,101.54256281335269,1060.4427490234375,32.16429901123047,23.984975814819336,1.1335703134536743,32.17755126953125,0.01325225830078125,21.3,-1039.1427490234375,0.0,-1.0,False,False,False
i,60975.15993125,9.435109734476566,-53.489103657076285,65.11397552490234,25.64615198762159,True,70.67969795961127,1824.3956298828125,31.460922241210938,23.361621856689453,1.1017217636108398,31.966468811035156,0.5055465698242188,20.5,-1803.8956298828125,0.0,-1.0,True,True,True
y,61045.33955434028,129.94755683505147,-21.67271550817028,65.17552185058594,95.0571915594763,True,42.509897735956535,3626.904541015625,30.583690643310547,22.075101852416992,1.1005758047103882,30.497295379638672,-0.086395263671875,18.6,-3608.304541015625,0.0,-1.0,True,False,False
z,61012.12173396991,62.822845642858624,-43.64022169007064,70.51298522949219,94.68451681667256,True,67.9731871186824,4129.33642578125,31.58795166015625,22.614103317260742,1.0606595277786255,31.58596897125244,-0.0019826889038085938,19.6,-4109.73642578125,0.0,-1.0,True,False,False
y,61050.32213987268,149.66341243972778,-66.13266497184695,53.85300827026367,52.982749096249336,True,64.84681062293917,1962.406982421875,30.457666397094727,22.338533401489258,1.2367750406265259,30.497295379638672,0.03962898254394531,18.6,-1943.806982421875,0.0,-1.0,True,False,False
z,61009.27909952546,72.7031011445081,-40.04623868799983,66.67607116699219,70.59853945054633,False,78.18065679721163,3434.377197265625,31.60110092163086,23.13943099975586,1.0879069566726685,31.58596897125244,-0.015131950378417969,19.6,-3414.777197265625,0.0,-1.0,False,False,False
i,60996.12822200231,8.881751153931047,-33.53044856615968,70.66411590576172,8.74116729276363,False,135.6124087041022,2304.166748046875,31.958147048950195,23.431137084960938,1.0590887069702148,31.966468811035156,0.008321762084960938,20.5,-2283.666748046875,0.0,-1.0,False,False,False
i,61042.202905150465,79.50147672831169,-48.30063147711712,64.1392593383789,97.50774367378422,True,77.4492840341466,3914.719970703125,31.990055084228516,23.619159698486328,1.1101151704788208,31.966468811035156,-0.023586273193359375,20.5,-3894.219970703125,0.0,-1.0,True,False,False
i,60985.2380569213,35.75539177970375,-5.003139273646695,55.75356674194336,99.03621847775888,True,31.944946717744422,12025.88671875,31.94873046875,22.620819091796875,1.2081154584884644,31.966468811035156,0.01773834228515625,20.5,-12005.38671875,0.0,-1.0,True,False,False
g,60993.142148611114,30.40798968317528,-60.30766443557013,59.98299026489258,30.576351507617638,False,116.94896610664821,691.4727783203125,32.26348114013672,24.635459899902344,1.1541736125946045,32.23981475830078,-0.0236663818359375,22.2,-669.2727783203125,1.9538385397562257e-268,-1.0,False,False,False
g,61056.29030987268,115.60112513657867,-42.298493586548354,60.63151550292969,5.9325983638365445,False,105.33076309577405,492.576904296875,32.24772644042969,24.695659637451172,1.1459163427352905,32.23981475830078,-0.00791168212890625,22.2,-470.376904296875,7.06705190799401e-189,-1.0,False,False,False
r,60980.306414259256,55.88043226135276,-28.66594370643728,68.97657012939453,76.01261608541367,False,72.79422750028893,1185.0859375,31.96137237548828,23.147769927978516,1.0705169439315796,32.17755126953125,0.21617889404296875,21.3,-1163.7859375,0.0,-1.0,False,False,False
z,61069.10529914352,93.94488167589641,-70.43776777722333,49.783180236816406,80.93081093458771,True,100.13260796834007,3382.043701171875,31.540786743164062,23.024356842041016,1.3075097799301147,31.58596897125244,0.045182228088378906,19.6,-3362.443701171875,0.0,-1.0,True,False,False
z,60985.27314858796,68.21483271436266,-65.11644526592652,55.04875183105469,98.9844288208517,True,90.36200504840797,5041.322265625,31.54057502746582,22.49578857421875,1.2189671993255615,31.58596897125244,0.045393943786621094,19.6,-5021.722265625,0.0,-1.0,True,False,False
i,60992.2414559375,87.55228282776886,-27.94489736353555,73.10405731201172,39.066761689500915,False,77.17260742848156,1877.743408203125,31.977279663085938,23.939538955688477,1.0453439950942993,31.966468811035156,-0.01081085205078125,20.5,-1857.243408203125,0.0,-1.0,False,False,False
y,61043.09676615741,50.237380341441614,-46.96255508333846,69.17570495605469,99.66001859970841,True,87.43607332616281,3573.322509765625,30.59918212890625,22.251705169677734,1.0690945386886597,30.497295379638672,-0.10188674926757812,18.6,-3554.722509765625,0.0,-1.0,True,False,False
r,61018.20343891204,22.84450356121977,-26.147806187760214,39.74452209472656,76.20490614977007,True,120.93118925126146,3109.267333984375,32.127105712890625,23.49736976623535,1.5579216480255127,32.17755126953125,0.050445556640625,21.3,-3087.967333984375,0.0,-1.0,True,False,False
i,61026.242224733796,63.212552362150795,-29.05386931785791,56.2851448059082,7.0017577417034405,False,126.81282300811634,1510.3934326171875,31.966114044189453,24.030200958251953,1.200046181678772,31.966468811035156,0.000354766845703125,20.5,-1489.8934326171875,0.0,-1.0,False,False,False
r,61056.269503125,112.51756824824488,-44.281727551451056,63.10248947143555,6.047004235368386,False,104.38196665722668,999.7596435546875,32.19319152832031,24.456195831298828,1.1200116872787476,32.17755126953125,-0.0156402587890625,21.3,-978.4596435546875,0.0,-1.0,False,False,False
i,60994.01375258102,10.661451983225469,-28.390571414350013,70.23435974121094,23.443224324889183,False,149.31251453611534,5438.8759765625,31.96924591064453,22.913637161254883,1.0628477334976196,31.966468811035156,-0.002777099609375,20.5,-5418.3759765625,0.0,-1.0,False,False,False
r,61030.318100833334,133.78141776822324,-54.22695708196517,65.91748046875,1.6404964863998284,False,95.72778442592573,1138.276123046875,32.13165283203125,23.812633514404297,1.0947246551513672,32.17755126953125,0.0458984375,21.3,-1116.976123046875,0.0,-1.0,False,False,False
i,60979.17436385417,63.67240824543856,-47.024386741054144,60.07304763793945,64.80920043380014,True,83.65905710017552,2357.5830078125,31.978145599365234,23.58660888671875,1.1538076400756836,31.966468811035156,-0.011676788330078125,20.5,-2337.0830078125,0.0,-1.0,True,False,False
i,61027.12542837963,49.27752076661687,-31.567057320501117,79.88605499267578,3.5906716526744873,False,121.98923752804501,1473.337646484375,31.987117767333984,24.174072265625,1.01539146900177,31.966468811035156,-0.020648956298828125,20.5,-1452.837646484375,0.0,-1.0,False,False,False
z,61009.13018408565,67.6755386564351,-1.311735067812634,53.83538818359375,69.24552071412515,True,68.35151121781506,3918.83837890625,31.600860595703125,23.12970733642578,1.2380987405776978,31.58596897125244,-0.014891624450683594,19.6,-3899.23837890625,0.0,-1.0,True,False,False
r,61019.23367018518,91.96062334151526,-45.24619795589401,74.99111938476562,66.17353862602498,True,79.87939655659886,1646.630126953125,32.21174240112305,24.14645004272461,1.0350146293640137,32.17755126953125,-0.034191131591796875,21.3,-1625.330126953125,0.0,-1.0,True,False,False
i,61039.08108866898,108.79165167779206,-19.646192035962486,42.09440231323242,74.67059262449325,True,83.1096013116141,3589.032470703125,31.913625717163086,23.33722686767578,1.4907143115997314,31.966468811035156,0.05284309387207031,20.5,-3568.532470703125,0.0,-1.0,True,False,False
i,60990.02046261574,346.76818534540365,-10.38344870958472,70.00114440917969,62.43945391880822,False,140.2384141827325,2792.544677734375,31.957775115966797,23.191123962402344,1.0639574527740479,31.966468811035156,0.008693695068359375,20.5,-2772.044677734375,0.0,-1.0,False,False,False
r,60984.016013726854,338.8446146441016,-50.379975010963804,69.99134826660156,99.5153095318672,True,82.10571353344257,6367.75,32.173439025878906,23.016658782958984,1.0639617443084717,32.17755126953125,0.00411224365234375,21.3,-6346.45,0.0,-1.0,True,False,False
z,61002.22660231481,52.587322593343785,-27.935295352332197,72.14669036865234,7.634021645999278,False,112.50913330173753,2303.12255859375,31.541934967041016,23.15810775756836,1.0497969388961792,31.58596897125244,0.04403400421142578,19.6,-2283.52255859375,0.0,-1.0,False,False,False
g,61033.34175381945,99.12989975816839,1.3608929833991543,36.19680404663086,16.86085132376852,False,134.00351836068592,868.199462890625,32.187049865722656,24.32193946838379,1.6855816841125488,32.23981475830078,0.052764892578125,22.2,-845.999462890625,0.0,-1.0,False,False,False
y,60982.20831115741,63.433844228507986,-59.91312370565422,58.32838439941406,91.76821063452098,True,79.28873245760491,3290.04541015625,30.521739959716797,22.071949005126953,1.1744673252105713,30.497295379638672,-0.024444580078125,18.6,-3271.44541015625,0.0,-1.0,True,False,False
y,61048.35271251157,123.42264937906847,-1.6321261036809906,42.396514892578125,72.26162363412638,True,48.40645807278897,3835.388671875,30.27843475341797,21.10325813293457,1.4783166646957397,30.497295379638672,0.21886062622070312,18.6,-3816.788671875,0.0,-1.0,True,False,False
i,61003.29277474537,74.50449866440213,-35.09821767998645,69.88519287109375,14.009443298334883,False,111.44166297553333,1394.816650390625,31.39081573486328,23.106319427490234,1.0640491247177124,31.966468811035156,0.575653076171875,20.5,-1374.316650390625,0.0,-1.0,False,True,False
i,60992.16105070602,58.36225638305426,-28.012915277454923,73.23526763916016,39.904123333892784,False,101.40627799144691,2067.43017578125,31.975561141967773,23.710235595703125,1.0446194410324097,31.966468811035156,-0.009092330932617188,20.5,-2046.93017578125,0.0,-1.0,False,False,False
i,60995.22122615741,97.12125401861388,-25.84738975211409,60.56721496582031,13.941261944367971,False,88.93244240410615,2385.999755859375,31.982913970947266,23.57419204711914,1.1484112739562988,31.966468811035156,-0.016445159912109375,20.5,-2365.499755859375,0.0,-1.0,False,False,False
g,61091.07645284722,63.13535632803871,-47.54016712197377,52.74857711791992,7.448185800107076,False,74.49278649645008,503.52490234375,32.215972900390625,24.38150405883789,1.2537407875061035,32.23981475830078,0.02384185791015625,22.2,-481.32490234375,2.9514746843219603e-193,-1.0,False,False,False
z,61020.2755266088,77.86236927871381,-50.175489023665996,59.73164749145508,55.64408959650616,True,93.42038511781655,2471.38671875,31.588581085205078,23.352739334106445,1.1563637256622314,31.58596897125244,-0.0026121139526367188,19.6,-2451.78671875,0.0,-1.0,True,False,False
i,61040.11853797454,104.78965927589616,-25.825118378007456,60.23222351074219,84.4353360540062,True,73.46120590818789,3144.830078125,31.935306549072266,23.081775665283203,1.1518782377243042,31.966468811035156,0.031162261962890625,20.5,-3124.330078125,0.0,-1.0,True,False,False
y,61069.09439172454,57.330425606842006,-69.06979955017955,46.60457229614258,80.86853509010972,True,98.75506833612576,3050.148681640625,30.32306480407715,21.813690185546875,1.373194932937622,30.497295379638672,0.17423057556152344,18.6,-3031.548681640625,0.0,-1.0,True,False,False
r,61019.209302013885,83.31461869221114,-45.2674032184063,74.99240112304688,66.36816931524255,True,85.18643242435972,1455.837646484375,32.20026397705078,24.061372756958008,1.0350109338760376,32.17755126953125,-0.02271270751953125,21.3,-1434.537646484375,0.0,-1.0,True,False,False
r,61091.133110358795,67.29902898258499,-48.61747599528631,41.81382751464844,7.828488571724157,False,77.2482149716282,1030.6610107421875,32.16151809692383,24.111759185791016,1.4947620630264282,32.17755126953125,0.016033172607421875,21.3,-1009.3610107421875,0.0,-1.0,False,False,False
y,61005.28981277778,81.04401713057291,-37.477234531254446,73.71426391601562,29.808702254766505,False,104.83845082884837,4319.7158203125,30.556537628173828,21.48423194885254,1.0411465167999268,30.497295379638672,-0.05924224853515625,18.6,-4301.1158203125,0.0,-1.0,False,False,False
y,60982.190667650466,28.80684106096933,-52.36982842470824,66.45701599121094,91.68819408868343,True,60.88119840842422,3004.776123046875,30.505643844604492,21.74417495727539,1.0902307033538818,30.497295379638672,-0.008348464965820312,18.6,-2986.176123046875,0.0,-1.0,True,False,False
i,60973.19660991898,24.379956853654647,-8.926196926620877,66.9566421508789,11.523207510486277,False,124.22512571140591,2013.909912109375,31.934158325195312,23.262161254882812,1.0861735343933105,31.966468811035156,0.03231048583984375,20.5,-1993.409912109375,0.0,-1.0,False,False,False
i,60995.168859537036,78.75575056614571,-25.892767046757147,60.10055160522461,14.39164134354094,False,104.72171130966392,2956.41064453125,31.984725952148438,23.6110897064209,1.153746485710144,31.966468811035156,-0.01825714111328125,20.5,-2935.91064453125,0.0,-1.0,False,False,False
r,60983.15818604167,29.3197093885786,-50.37574653088186,69.99134063720703,96.97505299395968,True,62.96560541505438,6243.330078125,32.170616149902344,23.043703079223633,1.0639617443084717,32.17755126953125,0.00693511962890625,21.3,-6222.030078125,0.0,-1.0,True,False,False
r,60998.302944282404,73.5055383966809,-28.293578765699607,69.88775634765625,0.8897892241346184,False,123.12868107223197,824.7035522460938,32.20181655883789,24.563491821289062,1.0641942024230957,32.17755126953125,-0.024265289306640625,21.3,-803.4035522460938,4.35e-322,-1.0,False,False,False
y,61048.30786760417,128.39006267530775,-2.9462298017312434,57.34885025024414,72.51993450953806,True,43.36847746356683,3328.51123046875,30.375080108642578,21.512855529785156,1.1860876083374023,30.497295379638672,0.12221527099609375,18.6,-3309.91123046875,0.0,-1.0,True,False,False
z,61045.1834775,75.92896899393489,-8.432215052365535,58.88426971435547,95.51413911886021,True,62.55335100956425,4147.365234375,31.613494873046875,23.106605529785156,1.166440486907959,31.58596897125244,-0.027525901794433594,19.6,-4127.765234375,0.0,-1.0,True,False,False
r,61028.05007715278,35.28207632221401,14.641289628663904,44.993560791015625,1.195550156030667,False,142.57568496814798,1231.49658203125,32.170143127441406,24.018165588378906,1.4119802713394165,32.17755126953125,0.00740814208984375,21.3,-1210.19658203125,0.0,-1.0,False,False,False
r,61030.319964375,141.4184757888182,-50.02148839486608,69.3842544555664,1.6467068823740716,False,97.13670830921947,1179.4632568359375,32.17028045654297,24.070865631103516,1.0680577754974365,32.17755126953125,0.00727081298828125,21.3,-1158.1632568359375,0.0,-1.0,False,False,False
y,61050.16342872685,77.63319113170624,-14.970059480584053,66.30266571044922,54.33199858616331,False,111.51534176177401,2172.33154296875,30.446678161621094,22.165491104125977,1.0909671783447266,30.497295379638672,0.050617218017578125,18.6,-2153.73154296875,0.0,-1.0,False,False,False
y,60984.310430115744,35.43027396463411,-52.66716893800498,47.52754211425781,99.6994459429514,True,71.76117760287218,4126.3134765625,30.422550201416016,21.26020050048828,1.352847933769226,30.497295379638672,0.07474517822265625,18.6,-4107.7134765625,0.0,-1.0,True,False,False
i,61059.20310767361,144.66039099886393,-37.275807242468794,68.80706787109375,0.18937388151736845,False,118.43151419230905,1691.851806640625,31.981287002563477,23.965381622314453,1.0725252628326416,31.966468811035156,-0.014818191528320312,20.5,-1671.351806640625,0.0,-1.0,False,False,False
i,61041.11708938657,60.07591195913064,-31.544588986665577,79.88599395751953,92.09757127248557,True,59.250646052312085,3496.73046875,31.977481842041016,23.39769172668457,1.0153812170028687,31.966468811035156,-0.011013031005859375,20.5,-3476.23046875,0.0,-1.0,True,False,False
r,61019.23665357639,93.03753905218852,-45.24355330155373,74.9911117553711,66.1505303166528,True,79.23943248854488,1660.1279296875,32.19565963745117,23.943145751953125,1.0350146293640137,32.17755126953125,-0.018108367919921875,21.3,-1638.8279296875,0.0,-1.0,True,False,False
r,60997.281006157405,53.67050888417563,-25.948489951266513,59.88493347167969,3.4798717271859125,False,132.73107238328376,1166.9705810546875,31.806215286254883,23.700685501098633,1.1545528173446655,32.17755126953125,0.3713359832763672,21.3,-1145.6705810546875,0.0,-1.0,False,True,False
i,60979.072276666666,3.4182337968630416,-36.896442192001935,80.07262420654297,64.01860413950075,True,39.30673244335463,3353.65087890625,31.99908447265625,23.48609161376953,1.0152949094772339,31.966468811035156,-0.03261566162109375,20.5,-3333.15087890625,0.0,-1.0,True,False,False
r,61021.08166222222,218.15603995099863,-84.61886732241457,24.970060348510742,47.558296818000336,False,88.88185183359558,1440.260009765625,32.04533767700195,23.592361450195312,2.3531651496887207,32.17755126953125,0.13221359252929688,21.3,-1418.960009765625,0.0,-1.0,False,False,False
r,61005.116599699075,2.279110554830215,-25.86237898904899,59.95112609863281,27.922426126127643,True,47.643828481500044,1496.633056640625,32.16822052001953,23.83911895751953,1.153537392616272,32.17755126953125,0.00933074951171875,21.3,-1475.333056640625,0.0,-1.0,True,False,False
r,61004.11285917824,359.84775937317505,-25.862332789436657,59.87105941772461,19.515123572857274,True,55.947884217468264,1097.9229736328125,32.02198791503906,23.72107696533203,1.1544455289840698,32.17755126953125,0.1555633544921875,21.3,-1076.6229736328125,0.0,-1.0,False,False,False
i,61001.15974520833,73.53991348436983,-55.65491586275049,58.804195404052734,3.1380939609074954,False,96.92016279917114,2136.05712890625,31.961257934570312,23.600982666015625,1.1687222719192505,31.966468811035156,0.00521087646484375,20.5,-2115.55712890625,0.0,-1.0,False,False,False
r,60980.30815197917,55.880419417654565,-28.66594399513462,68.43486022949219,76.03037536047461,False,72.77978337923953,1159.3741455078125,31.96723747253418,23.174196243286133,1.0744376182556152,32.17755126953125,0.2103137969970703,21.3,-1138.0741455078125,0.0,-1.0,False,False,False
r,61019.034634270836,53.79256163760827,-25.946958652109682,60.23202133178711,68.14981809337645,False,101.16350820134527,1852.071533203125,32.20037078857422,24.095211029052734,1.1519795656204224,32.17755126953125,-0.02281951904296875,21.3,-1830.771533203125,0.0,-1.0,False,False,False
r,61090.24357465278,150.1043395941072,2.232362027315188,54.41521072387695,3.5575674898995544,False,158.3682015681639,1274.37060546875,32.17173767089844,23.937095642089844,1.2277257442474365,32.17755126953125,0.0058135986328125,21.3,-1253.07060546875,0.0,-1.0,False,False,False
i,61042.33824350694,121.83500734606466,-22.56485780379192,61.54872512817383,97.87008550713053,True,62.509064239514274,4066.212890625,31.993757247924805,23.556215286254883,1.135806918144226,31.966468811035156,-0.027288436889648438,20.5,-4045.712890625,0.0,-1.0,True,False,False
g,60994.09927479167,72.65209346605305,-52.75462579221933,45.380775451660156,22.471371274394418,False,99.064317027658,534.8790283203125,32.229698181152344,24.770395278930664,1.4039746522903442,32.23981475830078,0.0101165771484375,22.2,-512.6790283203125,8.479859797588941e-206,-1.0,False,False,False
r,61011.05722119213,322.2923886573281,-65.1724619160316,40.50151062011719,87.67990667171159,True,92.80622241835826,4959.38671875,32.14799118041992,23.226642608642578,1.5349481105804443,32.17755126953125,0.029560089111328125,21.3,-4938.08671875,0.0,-1.0,True,False,False
z,61009.04831914352,9.530686394667242,-44.07563361237716,75.54791259765625,68.66641720989038,True,46.719335371495944,4025.759033203125,31.60707664489746,23.180774688720703,1.0322909355163574,31.58596897125244,-0.02110767364501953,19.6,-4006.159033203125,0.0,-1.0,True,False,False
i,61042.35741820602,120.55784856200655,-33.244795970792296,56.92556381225586,97.92935040537589,False,70.51053901600025,2883.76806640625,31.978744506835938,23.8782901763916,1.1913154125213623,31.966468811035156,-0.01227569580078125,20.5,-2863.26806640625,0.0,-1.0,False,False,False
z,61012.2983308912,99.25370854278984,-55.319736067411895,64.0085220336914,95.31579813103687,True,91.03429095849026,3982.210205078125,31.586849212646484,23.095426559448242,1.1116665601730347,31.58596897125244,-0.0008802413940429688,19.6,-3962.610205078125,0.0,-1.0,True,False,False
g,61091.33689672454,167.0409276469978,-48.994679364127066,58.55858612060547,9.49092367525104,False,133.7213527443658,804.1253051757812,27.16562271118164,18.867706298828125,1.1703407764434814,32.23981475830078,5.074192047119141,22.2,-781.9253051757812,1.6977663818e-313,-1.0,False,True,False
r,61059.0779202662,40.804878008790816,-42.28868505830522,59.909828186035156,0.08908179051692611,False,80.19444692242747,1037.473388671875,32.198814392089844,24.358814239501953,1.1541773080825806,32.17755126953125,-0.02126312255859375,21.3,-1016.173388671875,0.0,-1.0,False,False,False
i,61090.31719297454,186.29959020706087,7.357043577382522,52.12004089355469,3.972591620350008,False,165.366261863741,2161.01953125,31.95132827758789,23.440406799316406,1.2651340961456299,31.966468811035156,0.015140533447265625,20.5,-2140.51953125,0.0,-1.0,False,False,False
i,60991.25627994213,60.11753689133563,-49.15080863128795,68.84950256347656,49.20747534040852,True,99.13062553377353,1706.775390625,31.988906860351562,23.860740661621094,1.0717157125473022,31.966468811035156,-0.02243804931640625,20.5,-1686.275390625,0.0,-1.0,True,False,False
i,61088.061062465276,143.02663789853537,-24.976266283802495,49.90700149536133,0.2499887578970572,False,140.26813574101146,1526.41455078125,31.9827880859375,23.513593673706055,1.3066853284835815,31.966468811035156,-0.01631927490234375,20.5,-1505.91455078125,0.0,-1.0,False,False,False
r,61014.03768912037,353.28873065443685,-28.39035410440278,69.7545166015625,99.73727162301245,True,94.43549244234426,5680.23876953125,32.20405197143555,23.397546768188477,1.0649148225784302,32.17755126953125,-0.026500701904296875,21.3,-5658.93876953125,0.0,-1.0,True,False,False
y,60982.23036321759,29.009845867104147,-31.254432245426116,68.12716674804688,91.87180835264816,True,42.862560573901135,5200.7109375,30.535266876220703,22.001495361328125,1.0767277479171753,30.497295379638672,-0.03797149658203125,18.6,-5182.1109375,0.0,-1.0,True,False,False
g,61043.11369096065,52.872109475054806,-28.19459312874614,72.74668884277344,99.66884785999412,True,72.11250803101477,9922.87890625,32.27593231201172,22.904552459716797,1.046316146850586,32.23981475830078,-0.0361175537109375,22.2,-9900.67890625,0.0,-1.0,True,False,False
i,61045.045984791665,115.07053437667005,-32.004143757555106,35.21158981323242,95.99449633646664,False,55.85601482781006,4234.1064453125,31.958690643310547,23.270950317382812,1.7313123941421509,31.966468811035156,0.007778167724609375,20.5,-4213.6064453125,0.0,-1.0,False,False,False
i,61041.28355965278,98.43672644158343,11.920776674463536,37.04850387573242,92.82673844145042,True,33.22421274424359,10255.302734375,31.952957153320312,22.852079391479492,1.653027057647705,31.966468811035156,0.01351165771484375,20.5,-10234.802734375,0.0,-1.0,True,False,False
g,61057.27209075232,134.0763238136963,-14.293128963133197,71.95684051513672,2.3068080684960304,False,127.61123210058737,548.3900146484375,32.27361297607422,24.669973373413086,1.0510996580123901,32.23981475830078,-0.0337982177734375,22.2,-526.1900146484375,3.3419053119412934e-211,-1.0,False,False,False
i,61011.194280648146,48.82410458241621,-25.622666425570166,70.69062042236328,88.36152379889677,True,46.803635759556876,4947.2412109375,31.989612579345703,23.633533477783203,1.058740496635437,31.966468811035156,-0.023143768310546875,20.5,-4926.7412109375,0.0,-1.0,True,False,False
r,61004.12545703704,4.126027373263601,-25.862332483218285,59.63424301147461,19.62148096528626,True,59.557413932257035,1033.379638671875,31.506288528442383,23.229604721069336,1.1572301387786865,32.17755126953125,0.6712627410888672,21.3,-1012.079638671875,0.0,-1.0,False,True,False
r,61005.10242324074,357.01459919071834,-25.862378215264695,59.82929992675781,27.79726065985124,True,43.04841842967288,1676.759521484375,32.18286895751953,23.904943466186523,1.1549477577209473,32.17755126953125,-0.00531768798828125,21.3,-1655.459521484375,0.0,-1.0,True,False,False
r,61051.13512212963,77.27914779156515,-50.68377763367896,68.00653076171875,45.0038506227608,False,100.90511939307183,979.927734375,32.20090103149414,24.34368324279785,1.0777174234390259,32.17755126953125,-0.023349761962890625,21.3,-958.627734375,0.0,-1.0,False,False,False
r,61058.132140601854,73.39318787028385,-17.27255074197415,67.20308685302734,0.5700354562781396,False,123.62311490203948,758.7830810546875,32.2000732421875,24.586950302124023,1.0836676359176636,32.17755126953125,-0.02252197265625,21.3,-737.4830810546875,1.0157049713994542e-295,-1.0,False,False,False
i,61007.118016747685,64.2644354741702,-67.93712532015168,49.500953674316406,47.70730382318282,True,79.90737143702633,2904.1650390625,31.94171142578125,23.215274810791016,1.3134595155715942,31.966468811035156,0.02475738525390625,20.5,-2883.6650390625,0.0,-1.0,True,False,False
u,61002.21459752315,9.553708827000772,-44.39666527471329,42.13067626953125,7.549724415235604,False,75.77036215183993,49.239906311035156,29.965694427490234,23.209571838378906,1.4857745170593262,30.217243194580078,0.25154876708984375,22.0,-27.239906311035156,1.270683748700459e-11,-0.9999999999872932,False,False,False
i,60992.12070162037,46.66152234565894,-28.350501212313283,70.81873321533203,40.38086276872468,False,111.27116029739122,2089.2626953125,31.788904190063477,23.276500701904297,1.0590236186981201,31.966468811035156,0.1775646209716797,20.5,-2068.7626953125,0.0,-1.0,False,False,False
i,61024.17898979167,54.066268231873075,-50.559974761951715,63.279911041259766,19.84590526049656,False,110.89689265843691,1530.8790283203125,31.975788116455078,23.91464614868164,1.1184159517288208,31.966468811035156,-0.009319305419921875,20.5,-1510.3790283203125,0.0,-1.0,False,False,False
i,61058.23656619213,135.30442035071042,-4.152580431774654,63.77964782714844,0.3861810838671986,False,144.07289891675234,1249.47216796875,31.96105194091797,23.880779266357422,1.1140974760055542,31.966468811035156,0.0054168701171875,20.5,-1228.97216796875,0.0,-1.0,False,False,False
r,61013.18981387732,46.238669058008504,-28.34972754154867,68.85590362548828,98.80692142457646,True,55.26200277522204,8067.03076171875,32.20464324951172,23.447586059570312,1.0711817741394043,32.17755126953125,-0.02709197998046875,21.3,-8045.73076171875,0.0,-1.0,True,False,False
r,61019.06146359954,0.14049379677933999,-52.50413204045742,58.9408073425293,67.83281075026255,False,134.89915846289668,1010.7523193359375,32.19597625732422,24.326488494873047,1.1658439636230469,32.17755126953125,-0.01842498779296875,21.3,-989.4523193359375,0.0,-1.0,False,False,False
i,60995.19989675926,88.59938787823359,-25.868598292944075,61.27743911743164,14.120238165567422,False,96.33577879345202,2456.615234375,31.981361389160156,23.519683837890625,1.140533208847046,31.966468811035156,-0.014892578125,20.5,-2436.115234375,0.0,-1.0,False,False,False
